date,open,high,low,close,tick_volume
2005-01-02,1.91805,1.92005,1.91589,1.91895,9246.8
2005-01-03,1.91893,1.91922,1.89787,1.90402,151943.53
2005-01-04,1.90402,1.90806,1.87794,1.8825,155147.56
2005-01-05,1.88292,1.88959,1.87276,1.88467,154868.39
2005-01-06,1.88468,1.88534,1.86947,1.87584,152488.35
2005-01-07,1.87598,1.88575,1.86432,1.87069,146221.25
2005-01-09,1.87007,1.87175,1.86854,1.87095,10678.5
2005-01-10,1.87129,1.87911,1.8698,1.87666,150694.53
2005-01-11,1.87675,1.8819,1.87497,1.8781,151195.62
2005-01-12,1.87801,1.89344,1.8695,1.8903,150068.98
2005-01-13,1.8903,1.89256,1.87898,1.88035,150199.35
2005-01-14,1.88033,1.88148,1.86375,1.87028,147848.19
2005-01-16,1.87019,1.87095,1.86929,1.86962,9668.6
2005-01-17,1.8699,1.87475,1.85598,1.8568,149308.57
2005-01-18,1.85697,1.87338,1.85258,1.86272,93726.8
2005-01-19,1.86274,1.88235,1.86271,1.87009,150629.2
2005-01-20,1.87021,1.87491,1.86368,1.86989,151049.67
2005-01-21,1.87005,1.88044,1.86119,1.87668,145287.56
2005-01-23,1.87694,1.87897,1.87629,1.87672,10544.6
2005-01-24,1.87672,1.88333,1.87376,1.87847,151605.71
2005-01-25,1.87848,1.88072,1.86244,1.86292,150328.61
2005-01-26,1.86345,1.88528,1.86345,1.88127,148898.9
2005-01-27,1.88142,1.89247,1.87943,1.89019,154260.89
2005-01-28,1.89035,1.89052,1.87846,1.88784,145452.46
2005-01-30,1.88718,1.88755,1.88451,1.88542,10566.6
2005-01-31,1.88546,1.88803,1.8786,1.88364,149576.77
2005-02-01,1.88375,1.88615,1.87747,1.88275,150447.72
2005-02-02,1.8829,1.88853,1.88195,1.88408,150311.35
2005-02-03,1.8842,1.89106,1.87706,1.88155,148853.94
2005-02-04,1.88152,1.89139,1.87259,1.87565,144080.3
2005-02-06,1.87476,1.87481,1.87109,1.87292,8822.6
2005-02-07,1.87301,1.87495,1.85446,1.85752,150649.8
2005-02-08,1.85747,1.85939,1.85052,1.85331,151510.56
2005-02-09,1.8533,1.86402,1.84974,1.85869,148843.6
2005-02-10,1.85885,1.87287,1.85083,1.8676,150118.94
